guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
ENSDARG00000016871_6_9,0.0000,-0.5263,1.000000,0.921214,0.817472,-20.3500,-22.0008,0.875000,0.725629,0.460717,0.718611,0.959615,0.577477,0.007949,0.542663,0.010547,0.617071,0.043653,0.911419,0.999591,0.975288,0.999248,0.944606,0.070837,0.942271,0.001589,0.659625,0.003053,0.642942,0.001816,0.673184,0.011027,0.774570,0.300392,0.991885,0.557114,0.995232,0.751484,0.885495,0.712996,0.858639,0.730880,0.859016,0.990133,0.958196,0.948848,0.889385,0.698989,0.931865,0.414584
ENSDARG00000016871_6_10,0.0000,-0.2590,1.000000,0.858954,0.883733,-15.3600,-17.9043,0.375000,0.311206,0.571542,0.805823,0.552800,0.739586,0.528822,0.738447,0.540847,0.765021,0.553955,0.998524,0.634545,0.990923,0.942821,0.991447,0.863219,0.963424,0.843827,0.950216,0.950961,0.941737,0.949934,0.935606,0.839753,0.982279,0.739706,0.755654,0.493460,0.751680,0.467156,0.747899,0.635039,0.811964,0.215226,0.948350,0.135392,0.942904,0.124999,0.947886,0.178476,0.965292,0.239902
ENSDARG00000021979_31_1,0.0000,-0.2503,1.000000,0.902669,0.913233,-18.0100,-19.5925,0.250000,0.414843,0.480399,0.960461,0.652434,0.974028,0.660554,0.941414,0.662110,0.936970,0.724103,0.915716,0.839634,0.925026,0.886220,0.937492,0.699286,0.767719,0.176314,0.834283,0.457354,0.885505,0.101766,0.991667,0.088299,0.973024,0.341156,0.936944,0.432179,0.929065,0.853079,0.822612,0.775035,0.780480,0.283457,0.792304,0.202821,0.989172,0.212144,0.989705,0.412701,0.981071,0.147329
ENSDARG00000021979_31_3,-1.8700,-1.9482,0.625000,0.643713,0.713976,-20.5100,-22.1155,0.875000,0.846434,0.477759,0.994697,0.606840,0.998163,0.628805,0.999892,0.164214,0.999881,0.114506,0.994584,0.092072,0.993539,0.951850,0.989576,0.031648,0.985933,0.053074,0.068026,0.010496,0.053451,0.010500,0.053328,0.050655,0.998740,0.069054,0.999773,0.962904,0.999977,0.973330,0.999847,0.976104,0.051233,0.751729,0.056472,0.970931,0.070056,0.968833,0.999882,0.986810,0.972464,0.180833
ENSDARG00000021979_31_4,-2.1800,-2.4085,0.500000,0.543601,0.633976,-22.2200,-23.8613,0.375000,0.409308,0.417460,0.990875,0.928012,0.998744,0.185403,0.999553,0.272813,0.999080,0.964487,0.999970,0.440431,0.999955,0.106739,0.152434,0.110661,0.138808,0.996383,0.052469,0.018124,0.880754,0.015124,0.118270,0.823584,0.999791,0.212976,0.998796,0.209701,0.999608,0.997832,0.999995,0.203581,0.247865,0.021371,0.870867,0.831640,0.026354,0.005007,0.043901,0.021080,0.161423,0.984250
ENSDARG00000021979_31_5,-0.2500,-1.1291,0.625000,0.689356,0.744004,-19.4200,-21.3594,0.750000,0.779640,0.408298,0.951783,0.121276,0.745571,0.099141,0.837043,0.117143,0.600100,0.912867,0.448022,0.115446,0.376827,0.136994,0.994255,0.032871,0.992109,0.066600,0.862819,0.071616,0.808487,0.078945,0.785421,0.120119,0.962800,0.055829,0.431133,0.808703,0.455602,0.439222,0.489014,0.977099,0.514108,0.863705,0.798800,0.996286,0.853552,0.997967,0.987584,0.996535,0.985056,0.157602
ENSDARG00000021979_31_6,-6.1700,-6.2082,0.625000,0.625705,0.501731,-23.9100,-25.5117,0.375000,0.556850,0.363706,0.005288,0.004280,0.000280,0.001592,0.000603,0.001618,0.000348,0.000929,0.011214,0.003519,0.999864,0.087100,0.999842,0.087414,0.999975,0.141183,0.999977,0.228713,0.999475,0.946904,0.011722,0.862979,0.000390,0.453080,0.000597,0.484617,0.000264,0.787525,0.005311,0.743433,0.999747,0.399391,0.999934,0.406799,0.999974,0.396023,0.999874,0.415095,0.999935,0.821917
ENSDARG00000021979_31_7,-1.4400,-1.6782,0.625000,0.664080,0.730842,-16.3200,-19.1442,1.000000,0.585069,0.545396,0.993562,0.357726,0.999349,0.321852,0.999621,0.417787,0.999973,0.574428,0.918807,0.400820,0.933424,0.788061,0.998885,0.924477,0.952385,0.497197,0.088870,0.188370,0.140477,0.200873,0.279338,0.690487,0.999508,0.865280,1.000000,0.777230,1.000000,0.592690,0.937459,0.487032,0.228763,0.349710,0.144425,0.378644,0.082913,0.353724,0.925921,0.955314,0.993157,0.786208
ENSDARG00000021979_31_8,0.0000,-0.6142,1.000000,0.824708,0.827716,-21.6700,-23.9108,0.500000,0.467346,0.368782,0.780995,0.941152,0.736508,0.909607,0.723459,0.903703,0.900811,0.065411,0.908062,0.155860,0.785420,0.020549,0.724353,0.007190,0.734099,0.010477,0.992463,0.025159,0.996148,0.014791,0.945172,0.258276,0.729165,0.324685,0.416290,0.488871,0.415949,0.865589,0.844840,0.474952,0.998622,0.072702,0.988613,0.489494,0.959517,0.229016,0.995477,0.977001,0.978355,0.141148
ENSDARG00000021979_31_9,0.0000,-0.4166,1.000000,0.983585,0.901522,-19.0000,-21.4962,0.375000,0.584144,0.452933,0.583647,0.097253,0.583972,0.097184,0.993851,0.285898,0.995194,0.653898,0.988134,0.421549,0.966819,0.979652,0.949336,0.889163,0.979419,0.881325,0.984211,0.074142,0.980941,0.002281,0.596054,0.001388,0.560173,0.001766,0.961389,0.107688,0.998799,0.971479,0.984854,0.991635,1.000000,0.938822,0.976084,0.502210,0.973156,0.403797,0.975373,0.331226,0.999027,0.426296
ENSDARG00000021979_31_10,0.0000,-0.7689,1.000000,0.677147,0.736229,-16.9000,-19.4106,0.500000,0.582959,0.479043,0.956921,0.515064,0.557679,0.302881,0.558208,0.311885,0.471963,0.917779,0.519712,0.208488,0.794652,0.240416,0.811019,0.412461,0.970814,0.324751,0.906168,0.723642,0.908134,0.326831,0.914996,0.214239,0.937142,0.418742,0.982968,0.674558,0.960773,0.764780,0.931225,0.758120,0.813086,0.763239,0.455119,0.437463,0.329244,0.182191,0.368134,0.174160,0.576627,0.909163
ENSDARG00000025108_6_1,-2.4300,-2.9857,0.625000,0.461415,0.567649,-19.3300,-21.2077,0.250000,0.293338,0.503112,0.021269,0.776520,0.009443,0.592574,0.011765,0.673197,0.973823,0.703566,0.920044,0.714428,0.979305,0.725407,0.599144,0.758462,0.572053,0.832735,0.588936,0.512931,0.998498,0.576242,0.999919,0.704057,0.987456,0.145411,0.598534,0.069521,0.568411,0.073614,0.475981,0.069333,0.983498,0.952917,0.022880,0.147655,0.019363,0.141700,0.022682,0.031102,0.999973,0.860863
ENSDARG00000025108_6_2,-2.8700,-3.1272,0.375000,0.490662,0.529828,-19.9100,-21.9269,1.000000,0.827095,0.453643,0.844898,0.152678,0.052444,0.021040,0.009467,0.020727,0.034331,0.026082,0.159466,0.054111,0.238853,0.063393,0.995043,0.069627,0.965119,0.106358,0.868098,0.179262,0.847006,0.368139,0.842204,0.872868,0.814338,0.521810,0.240362,0.908704,0.160776,0.734244,0.161779,0.789535,0.162819,0.930432,0.203869,0.932186,0.999958,0.952538,0.999980,0.890960,0.995751,0.478158
ENSDARG00000025108_6_3,-1.4100,-1.8936,1.000000,0.896860,0.756709,-19.1400,-20.9350,0.375000,0.360199,0.518127,0.359399,0.224171,0.336747,0.166569,0.811910,0.736392,0.889649,0.829051,1.000000,0.964779,0.950617,0.881092,0.826168,0.884212,0.688519,0.769047,0.634149,0.766114,1.000000,0.964096,0.207248,0.137448,0.254899,0.157979,0.996926,0.714613,0.977896,0.673613,0.999974,0.986720,0.893785,0.088946,0.734996,0.025127,0.782236,0.042075,0.804380,0.049793,0.984687,0.300705
ENSDARG00000025108_6_4,-0.4300,-1.2152,1.000000,0.864152,0.817288,-19.0000,-20.4409,1.000000,0.802596,0.581057,0.631968,0.089686,0.634312,0.067317,0.999513,0.167824,0.998919,0.963665,0.982080,0.251272,0.997681,0.165641,0.767446,0.176626,0.161468,0.066475,0.269612,0.641741,0.999761,0.991566,0.997508,0.859299,0.992272,0.759262,0.997349,0.810991,0.999681,0.820743,0.999898,0.924072,0.545181,0.710367,0.539819,0.765602,0.996532,0.837185,0.871190,0.842861,0.963567,0.708949
ENSDARG00000025108_6_6,-0.1400,-0.7412,0.500000,0.715574,0.762378,-21.3300,-23.3382,0.125000,0.229873,0.366096,0.463252,0.988422,0.423305,0.980066,0.371172,0.820093,0.952815,0.679201,0.996283,0.673190,0.565837,0.155136,0.992931,0.020616,0.966614,0.013180,0.915991,0.023102,0.935050,0.035892,0.980391,0.103782,0.959331,0.990249,0.961180,0.352943,0.569232,0.484529,0.980477,0.947395,0.992804,0.029123,0.450117,0.001667,0.407041,0.002016,0.400832,0.003839,0.962910,0.017476
ENSDARG00000025108_6_7,0.0000,-0.3913,1.000000,0.933784,0.906641,-19.6200,-21.4107,1.000000,0.801823,0.564633,0.899212,0.259272,0.854346,0.217359,0.886998,0.230083,0.959745,0.938635,0.993701,0.179499,0.996815,0.214180,0.999465,0.188182,0.999923,0.778780,0.552024,0.211333,0.578927,0.209612,0.999635,0.777910,0.941758,0.673237,0.996803,0.738083,0.988963,0.756128,0.907404,0.943858,0.837731,0.740496,0.937536,0.752683,0.912065,0.748442,0.903049,0.967609,0.986720,0.767283
ENSDARG00000025108_6_8,-3.4400,-4.2948,0.125000,0.291417,0.401557,-20.2600,-22.4617,0.125000,0.253931,0.361808,0.912025,0.885178,0.055392,0.409660,0.007111,0.326654,0.014139,0.280136,0.170164,0.159189,0.176024,0.139632,0.264402,0.716851,0.425098,0.706520,0.985448,0.710142,0.982565,0.400370,0.855979,0.228185,0.851451,0.242202,0.287942,0.260197,0.180439,0.300724,0.192914,0.325607,0.591175,0.594600,0.578285,0.153762,0.161064,0.138257,0.159063,0.129691,0.180452,0.128613
ENSDARG00000025108_6_10,-0.4200,-1.3205,0.625000,0.723657,0.741778,-22.5300,-23.8830,0.500000,0.504181,0.586192,0.493319,0.933789,0.471495,0.673226,0.976000,0.630899,0.869703,0.844636,0.638929,0.887491,0.998369,0.927676,0.937103,0.877688,0.979094,0.946109,0.723383,0.952611,0.546154,0.006724,0.422597,0.003953,0.990166,0.005594,0.776852,0.015229,0.513807,0.997933,0.608670,0.999228,0.989496,0.981285,0.641567,0.005871,0.625757,0.001405,0.690824,0.032679,0.942284,0.999821
ENSDARG00000028415_0_1,-0.2300,-1.3600,0.750000,0.824785,0.754305,-23.7600,-24.5874,0.625000,0.634651,0.367831,0.807475,0.020564,0.840230,0.005292,0.711783,0.003001,0.667566,0.007597,0.517077,0.003902,0.512794,0.000727,0.871442,0.015832,0.826021,0.997055,0.979411,0.966973,0.519181,0.084434,0.478855,0.039984,0.755989,0.134059,0.812442,0.971646,0.904067,0.984123,0.965542,0.115762,0.525500,0.005812,0.445170,0.007124,0.989979,0.999912,0.960603,0.996907,0.994979,0.995923
ENSDARG00000028415_0_2,-1.5700,-2.0930,0.625000,0.685557,0.688755,-19.5500,-22.2180,0.000000,0.258243,0.454558,0.864956,0.668384,0.754154,0.546750,0.158392,0.439439,0.137389,0.429092,0.347812,0.687578,0.881483,0.449508,0.829191,0.686722,0.934672,0.741411,0.979282,0.771209,0.794063,0.511637,0.838856,0.657158,0.770393,0.436327,0.774541,0.471934,0.866195,0.416818,0.878746,0.023851,0.299154,0.011056,0.294856,0.050054,0.392359,0.050492,0.982357,0.619097,0.996247,0.422639
ENSDARG00000028415_0_3,-4.2100,-4.5146,0.250000,0.267045,0.414010,-20.3700,-21.7854,0.375000,0.407446,0.390936,0.035694,0.088943,0.023459,0.068005,0.991374,0.137837,0.022553,0.917267,0.036180,0.097608,0.988622,0.129519,0.010333,0.075602,0.046319,0.209932,0.999908,0.860555,0.999381,0.857899,0.999998,0.966026,0.990021,0.149947,0.061389,0.045005,0.011605,0.085988,0.979299,0.958853,0.016457,0.899436,0.017417,0.900132,0.269042,0.191479,0.034871,0.062635,0.746284,0.116044
ENSDARG00000028415_0_4,-7.4000,-7.4387,0.375000,0.375682,0.500404,-21.0900,-22.9090,0.125000,0.320690,0.512330,0.002343,0.170036,0.000042,0.164180,0.000048,0.228445,0.000674,0.234465,0.005308,0.372808,0.997168,0.942800,0.998597,0.935457,0.999918,0.909390,0.999945,0.913036,0.999989,0.928117,0.998597,0.943273,1.000000,0.939070,0.999997,0.978452,0.002331,0.350643,0.000683,0.038323,0.000048,0.000352,0.000058,0.000135,0.002345,0.001833,1.000000,0.603063,0.999992,0.592721
ENSDARG00000028415_0_5,-1.5100,-2.3266,0.625000,0.694444,0.747113,-26.2900,-27.6891,0.750000,0.725059,0.382564,0.992810,0.097035,0.984250,0.083465,0.614384,0.125044,0.506484,0.017182,0.275927,0.002111,0.970941,0.000714,0.996422,0.000168,0.564039,0.001376,0.552100,0.006546,0.971356,0.999867,0.975020,0.289655,0.982964,0.227657,0.995916,0.056710,0.094731,0.748870,0.053695,0.016459,0.693101,0.999786,0.996961,0.999321,0.817092,0.994320,0.979067,0.995645,0.924991,0.989357
ENSDARG00000028415_0_7,-3.3500,-3.6060,0.250000,0.299030,0.438833,-23.1600,-25.0628,1.000000,0.715229,0.403511,0.998198,0.984186,0.993119,0.008221,0.146346,0.003838,0.021784,0.004550,0.007586,0.000480,0.017771,0.001530,0.991055,0.002752,0.026071,0.001731,0.187415,0.010383,0.998224,0.030410,0.999729,0.725339,0.997122,0.574968,0.997904,0.634695,0.188576,0.764099,0.018550,0.816251,0.996970,0.775774,0.019163,0.689634,0.007319,0.691998,0.019658,0.598354,0.144099,0.751029
ENSDARG00000028415_0_8,-2.2400,-2.7703,0.250000,0.350505,0.475775,-20.9800,-23.0593,0.625000,0.572365,0.472777,0.924326,0.932045,0.935312,0.908392,0.054515,0.695433,0.046032,0.981899,0.106639,0.206641,0.143992,0.060767,0.861337,0.031376,0.891965,0.029096,0.280832,0.995438,0.509825,0.014943,0.968151,0.006237,0.988542,0.014355,0.838972,0.201718,0.130310,0.824192,0.401651,0.940770,0.983213,0.162963,0.141293,0.437328,0.085377,0.136916,0.111805,0.947032,0.111419,0.928004
ENSDARG00000028415_0_9,-2.6500,-2.8098,0.750000,0.749327,0.692047,-21.5800,-23.1564,0.125000,0.199861,0.478435,0.051877,0.287945,0.045419,0.265692,0.034934,0.293576,0.969912,0.857344,0.869484,0.820913,0.980055,0.901689,0.999147,0.919634,0.984141,0.900980,0.993289,0.852748,0.919880,0.820330,0.941316,0.817504,0.056882,0.231457,0.037839,0.273756,0.049381,0.023973,0.985887,0.062507,0.989883,0.045403,0.975227,0.044929,0.971922,0.042523,0.991926,0.924760,0.992550,0.181036
ENSDARG00000028415_0_10,0.0000,-0.4323,1.000000,0.979859,0.865010,-20.3200,-22.3831,0.500000,0.487546,0.431466,0.980165,0.900874,0.611031,0.879332,0.603663,0.604410,0.600651,0.497990,0.948893,0.560749,0.928515,0.549418,0.999509,0.562332,0.990917,0.120022,0.986924,0.044208,0.613623,0.006567,0.605611,0.001782,0.591829,0.001266,0.957916,0.014035,0.957727,0.005230,0.968865,0.164921,0.989625,0.750407,0.994472,0.933708,0.994024,0.836805,0.980710,0.819783,0.995529,0.375475
ENSDARG00000029045_5_1,-0.6400,-1.1465,0.500000,0.679453,0.710996,-19.4100,-21.3389,0.250000,0.382704,0.419912,0.350592,0.804611,0.313637,0.485413,0.850493,0.476722,0.429747,0.512213,0.488332,0.817372,0.937397,0.363005,0.929552,0.403710,0.997271,0.590483,0.819541,0.162118,0.807024,0.137488,0.912684,0.288281,0.948025,0.295186,0.378937,0.142689,0.445756,0.307998,0.324856,0.099692,0.309543,0.080458,0.984464,0.438021,0.998799,0.508487,0.998799,0.902073,0.994473,0.582210
ENSDARG00000029045_5_2,-2.7900,-3.1251,0.250000,0.281989,0.424831,-19.8600,-21.8016,0.375000,0.349997,0.455339,0.998203,0.332474,0.998696,0.328495,0.838683,0.316931,0.124609,0.265422,0.021317,0.266342,0.030513,0.410219,0.032491,0.936833,0.018721,0.658494,0.184244,0.563748,0.998148,0.651815,0.998070,0.787309,0.997002,0.788714,0.997836,0.860143,0.153473,0.848207,0.022307,0.039915,0.025249,0.024473,0.022302,0.050685,0.066195,0.943604,0.126431,0.019384,0.842120,0.013566
ENSDARG00000029045_5_3,-9.5500,-9.6160,0.125000,0.131863,0.304904,-24.0100,-25.6568,0.125000,0.146026,0.305685,0.996077,0.978042,0.032587,0.010628,0.000546,0.003124,0.000055,0.002810,0.002628,0.006706,0.998977,0.998495,0.008139,0.078234,0.003994,0.073935,0.004742,0.008274,0.998375,0.927191,0.998527,0.927718,0.998529,0.930337,1.000000,0.955232,0.005776,0.020744,0.002906,0.018042,0.006926,0.019435,0.004177,0.007198,0.001532,0.048028,0.003125,0.051187,0.030459,0.048345
ENSDARG00000029045_5_4,-0.9800,-1.5948,1.000000,0.761607,0.687681,-18.3700,-20.2896,0.375000,0.491214,0.431109,0.573229,0.217250,0.512665,0.115012,0.537032,0.112728,0.941045,0.472503,0.961476,0.607755,0.995214,0.719734,0.995366,0.775175,0.995709,0.693048,0.187565,0.164478,0.196111,0.144765,0.162320,0.153726,0.603042,0.516288,0.996391,0.894441,0.951032,0.972247,0.960939,0.645142,0.995873,0.569443,0.590182,0.176524,0.516811,0.111934,0.534887,0.422114,0.546739,0.137864
ENSDARG00000029045_5_5,-0.4900,-1.5616,0.625000,0.750484,0.696729,-20.4100,-21.6885,0.375000,0.404747,0.539245,0.719263,0.825289,0.681004,0.162590,0.679408,0.098287,0.488861,0.159674,0.634905,0.297975,0.996928,0.874437,0.460685,0.827699,0.501386,0.822331,0.426266,0.820257,0.704690,0.866789,0.710343,0.849661,0.926967,0.941935,0.992167,0.883607,0.995283,0.310192,0.469550,0.158407,0.493775,0.028185,0.439763,0.710987,0.625811,0.042709,0.998736,0.994702,0.988785,0.109184
ENSDARG00000029045_5_6,-5.7200,-5.7594,0.500000,0.500831,0.501024,-18.9700,-21.0817,0.500000,0.464031,0.550417,0.002489,0.164668,0.000185,0.159177,0.001558,0.275022,0.002153,0.442918,0.004118,0.439015,1.000000,0.852070,0.999748,0.840020,0.999990,0.983794,0.999992,0.986513,0.999867,0.877163,0.999868,0.838196,0.003872,0.437543,0.002161,0.034252,0.001568,0.003947,0.000322,0.003137,0.002619,0.007032,1.000000,0.933842,0.999988,0.917120,0.999994,0.952067,0.999996,0.860853
ENSDARG00000029045_5_7,-2.6500,-2.6960,1.000000,0.998000,0.609120,-19.5000,-21.4203,0.250000,0.403620,0.378546,0.029649,0.087786,0.017879,0.053652,0.016619,0.049172,0.035611,0.072094,0.999965,0.971153,0.999446,0.987423,0.999288,0.782737,0.034936,0.060174,0.015782,0.042508,0.020635,0.105946,0.029630,0.222107,0.998964,0.907197,0.999315,0.884967,0.996233,0.882631,0.996767,0.344610,0.999156,0.243215,0.998624,0.230610,0.999486,0.238569,0.997456,0.211258,0.996966,0.193104
ENSDARG00000029045_5_8,-0.9000,-1.1940,1.000000,0.976470,0.679498,-18.1900,-20.1466,1.000000,0.730769,0.425357,0.318792,0.006569,0.188702,0.003158,0.190545,0.004150,0.221365,0.012875,0.965464,0.083414,0.966797,0.282124,0.996374,0.929624,0.994365,0.945072,0.253953,0.131188,0.202273,0.062508,0.187824,0.045758,0.291740,0.154550,0.965731,0.914822,0.964448,0.537738,0.965752,0.527902,0.969820,0.537221,0.974350,0.942525,0.977559,0.954374,0.996607,0.724838,0.997490,0.706736
ENSDARG00000029045_5_9,-3.7100,-3.8935,0.375000,0.390317,0.510987,-19.0200,-20.5316,0.625000,0.532686,0.476739,0.144057,0.102988,0.017474,0.019005,0.005600,0.022195,0.005530,0.018848,0.022270,0.056889,0.993107,0.942794,0.931259,0.945647,0.999999,0.985203,0.996883,0.397052,0.996749,0.394260,0.989859,0.391719,0.994405,0.996699,0.986392,0.992788,0.950286,0.976311,0.992524,0.994820,0.030064,0.630127,0.005506,0.604217,0.002418,0.022631,0.015220,0.016291,0.140127,0.024300
ENSDARG00000029045_5_10,-3.3100,-3.3589,1.000000,0.997805,0.702362,-18.9700,-21.0795,0.375000,0.457249,0.484737,0.009772,0.027088,0.005713,0.010966,0.025111,0.028916,0.999886,0.902624,0.991084,0.904186,0.997430,0.949557,0.998361,0.962376,1.000000,0.987093,0.992160,0.978346,0.020877,0.100765,0.008158,0.082790,0.016254,0.102045,0.992183,0.414176,0.998751,0.416715,0.999552,0.374093,0.999932,0.813563,0.997538,0.501477,1.000000,0.752449,0.995109,0.315698,0.999373,0.069824
ENSDARG00000029472_5_1,0.0000,-0.1221,1.000000,0.980573,0.977316,-17.6800,-19.9176,0.125000,0.413230,0.559312,0.938147,0.935138,0.995486,0.919416,0.999375,0.961389,0.963803,0.945814,0.992767,0.629954,0.999287,0.540032,0.997739,0.860229,0.993112,0.434497,0.999759,0.528358,0.853034,0.514675,0.969225,0.223848,1.000000,0.387051,0.979827,0.221794,0.989151,0.459128,1.000000,0.533224,1.000000,0.767202,0.975736,0.181071,0.991615,0.388607,0.940298,0.285549,0.967957,0.469262
ENSDARG00000029472_5_2,-4.0800,-4.8537,0.375000,0.441729,0.553172,-18.4400,-21.4402,0.250000,0.339003,0.368116,0.998180,0.498462,0.981452,0.163738,0.981478,0.144968,0.972251,0.491311,0.649601,0.417558,0.164239,0.102452,0.005550,0.005303,0.003776,0.003119,0.105817,0.109761,0.815385,0.841560,0.851980,0.872636,0.999900,0.999429,0.999823,0.999386,0.999839,0.999329,0.241581,0.249642,0.017778,0.021195,0.001517,0.004114,0.004265,0.005560,0.314699,0.232536,0.954334,0.200259
ENSDARG00000029472_5_3,-2.0100,-2.4097,0.375000,0.363008,0.490253,-20.4700,-21.6478,0.375000,0.408876,0.414761,0.872865,0.960575,0.769000,0.300322,0.885963,0.349162,0.215544,0.987885,0.060127,0.213043,0.031921,0.124827,0.023940,0.198711,0.045139,0.815973,0.999519,0.011157,0.999136,0.012508,0.999296,0.054277,0.998539,0.995772,0.045467,0.063030,0.025495,0.032749,0.030000,0.031402,0.057109,0.083730,0.209978,0.183460,0.999656,0.973160,0.766070,0.913147,0.770293,0.990333
ENSDARG00000029472_5_4,-1.7300,-1.8549,0.375000,0.427277,0.539925,-16.1700,-18.9960,0.500000,0.469113,0.566866,0.995960,0.640415,0.998677,0.598788,0.998176,0.622120,0.999515,0.690269,0.995101,0.693530,0.065898,0.516519,0.068981,0.748759,0.069356,0.650255,0.076725,0.602826,0.127761,0.616653,0.993031,0.739770,0.991106,0.464517,0.997531,0.457928,0.998780,0.405955,0.131325,0.416000,0.078605,0.568179,0.068223,0.587862,0.068404,0.403139,0.076399,0.506707,0.998949,0.407134
ENSDARG00000029472_5_6,0.0000,-0.2745,1.000000,0.936203,0.923018,-18.0900,-20.0797,0.500000,0.500541,0.528021,0.940046,0.393545,0.839556,0.340579,0.880100,0.602425,0.997079,0.933438,0.995484,0.956389,0.964049,0.961991,0.961614,0.909058,0.962911,0.288614,0.959609,0.039353,0.765527,0.090700,0.752748,0.935936,0.952006,0.104063,0.970568,0.101852,0.931553,0.081336,0.936315,0.087192,0.913860,0.122722,0.870722,0.655753,0.892083,0.986697,0.990358,0.990550,0.984170,0.978222
ENSDARG00000029472_5_7,-1.6300,-2.3305,0.375000,0.386984,0.508116,-21.3400,-23.3707,0.750000,0.558096,0.423200,0.992736,0.566880,0.285056,0.371239,0.112037,0.750855,0.099119,0.135422,0.895861,0.031622,0.035399,0.022696,0.136069,0.018124,0.534548,0.018281,0.991823,0.478057,0.998274,0.877784,0.994270,0.401729,0.991243,0.326534,0.566200,0.264991,0.096399,0.336468,0.136836,0.681479,0.907026,0.623621,0.088365,0.559688,0.098398,0.530882,0.204571,0.546709,0.998080,0.920936
ENSDARG00000029472_5_8,0.0000,-0.6493,1.000000,0.779991,0.823717,-21.1000,-22.6831,0.125000,0.209952,0.365061,0.979215,0.991951,0.989776,0.980626,0.999279,0.972745,0.988265,0.487665,0.979233,0.090351,0.677700,0.040091,0.507582,0.038633,0.428088,0.077472,0.720718,0.048199,0.967661,0.114546,0.998343,0.848951,0.998556,0.930382,0.713103,0.115979,0.697234,0.075838,0.371237,0.079571,0.737944,0.984819,0.835172,0.308272,0.975272,0.021477,0.979700,0.069164,0.930264,0.024500
ENSDARG00000029472_5_9,-6.2200,-6.6375,0.500000,0.545109,0.442411,-23.4500,-24.6860,0.125000,0.185604,0.298280,0.381046,0.426292,0.032697,0.041053,0.000959,0.002498,0.029189,0.001318,0.003378,0.002520,0.004375,0.004438,0.981497,0.991751,0.991054,0.998380,0.999924,0.997005,0.999980,0.996679,0.032532,0.011548,0.030704,0.007288,0.002501,0.000598,0.024603,0.001517,0.083261,0.046818,0.464369,0.416648,0.947348,0.012547,0.921175,0.009855,0.921452,0.010450,0.996166,0.986401
ENSDARG00000029472_5_10,-5.6000,-5.6565,0.500000,0.500661,0.595343,-24.6700,-25.7655,0.500000,0.501540,0.416486,0.004016,0.899855,0.001679,0.933644,0.006032,0.939451,0.015907,0.078965,0.980323,0.095057,0.947264,0.096761,0.998885,0.108891,0.999984,0.908466,0.999761,0.148467,0.999005,0.036503,0.981132,0.035314,0.967580,0.036032,0.002249,0.002097,0.002236,0.075420,0.001387,0.876347,0.002735,0.821266,0.998874,0.969780,0.998758,0.153329,0.999053,0.156462,0.999995,0.957616
ENSDARG00000031494_0_1,-0.1800,-1.0700,0.625000,0.684749,0.736237,-20.1700,-21.9098,0.250000,0.412871,0.468962,0.833042,0.446609,0.798834,0.437054,0.685479,0.441174,0.998859,0.448103,0.999096,0.474495,0.608928,0.724978,0.329545,0.738617,0.588274,0.722438,0.655501,0.570798,0.976178,0.290293,0.942654,0.222942,0.830369,0.558775,0.739152,0.290829,0.746625,0.274497,0.854105,0.965207,0.856861,0.763425,0.854372,0.032612,0.436678,0.256133,0.252553,0.037737,0.737646,0.682525
ENSDARG00000031494_0_2,-1.6700,-1.8550,0.625000,0.658451,0.726591,-24.9200,-25.8447,0.500000,0.538427,0.420014,0.223106,0.022872,0.221507,0.007585,0.156613,0.005741,0.906235,0.016912,0.906734,0.051278,1.000000,0.997361,0.925425,0.001599,0.926235,0.001397,0.999819,0.090950,0.999643,0.960040,0.999758,0.999301,0.999145,0.937829,0.998060,0.280665,0.235111,0.036355,0.054056,0.000713,0.055244,0.008541,0.925947,0.999798,0.999789,0.999587,0.999785,0.984156,0.999613,0.997599
