guide_id,vienna_mfe_energy_spacer,vienna_ensemble_energy_spacer,vienna_seed_mfe_spacer,vienna_seed_ensemble_spacer,vienna_mean_unpaired_spacer,vienna_mfe_energy_full,vienna_ensemble_energy_full,vienna_seed_mfe_full,vienna_seed_ensemble_full,vienna_mean_unpaired_full,vienna_unpaired_spacer_01,vienna_unpaired_full_01,vienna_unpaired_spacer_02,vienna_unpaired_full_02,vienna_unpaired_spacer_03,vienna_unpaired_full_03,vienna_unpaired_spacer_04,vienna_unpaired_full_04,vienna_unpaired_spacer_05,vienna_unpaired_full_05,vienna_unpaired_spacer_06,vienna_unpaired_full_06,vienna_unpaired_spacer_07,vienna_unpaired_full_07,vienna_unpaired_spacer_08,vienna_unpaired_full_08,vienna_unpaired_spacer_09,vienna_unpaired_full_09,vienna_unpaired_spacer_10,vienna_unpaired_full_10,vienna_unpaired_spacer_11,vienna_unpaired_full_11,vienna_unpaired_spacer_12,vienna_unpaired_full_12,vienna_unpaired_spacer_13,vienna_unpaired_full_13,vienna_unpaired_spacer_14,vienna_unpaired_full_14,vienna_unpaired_spacer_15,vienna_unpaired_full_15,vienna_unpaired_spacer_16,vienna_unpaired_full_16,vienna_unpaired_spacer_17,vienna_unpaired_full_17,vienna_unpaired_spacer_18,vienna_unpaired_full_18,vienna_unpaired_spacer_19,vienna_unpaired_full_19,vienna_unpaired_spacer_20,vienna_unpaired_full_20
Doench2016-1313,-4.3300,-4.8108,0.375000,0.506736,0.505813,-33.1400,-34.8996,0.500000,0.520616,0.418699,0.497690,0.849630,0.343262,0.715858,0.294382,0.023620,0.900299,0.017428,0.997471,0.018040,0.007451,0.065425,0.005862,0.831086,0.010771,0.794937,0.996291,0.136850,0.998788,0.147719,0.996764,0.361720,0.013334,0.246732,0.005718,0.394224,0.006700,0.127618,0.999324,0.936178,0.963655,0.302948,0.314731,0.354017,0.266412,0.879414,0.497592,0.992913,0.999755,0.177616
Doench2016-1314,-1.5800,-2.0594,0.500000,0.511376,0.611006,-27.4900,-28.5835,0.250000,0.351267,0.614604,0.776874,0.605347,0.717954,0.552023,0.623676,0.536800,0.639120,0.551038,0.222905,0.601932,0.463222,0.934248,0.424838,0.927369,0.464768,0.900905,0.957317,0.965005,0.920861,0.984776,0.964607,0.988281,0.952975,0.934212,0.980889,0.937857,0.698647,0.981430,0.690035,0.445343,0.061832,0.064411,0.077558,0.059535,0.189876,0.226941,0.473401,0.079840,0.918772,0.014777
Doench2016-1315,-5.3000,-5.3670,0.875000,0.851533,0.603542,-35.0100,-35.6950,0.375000,0.376385,0.404433,0.034496,0.024078,0.073673,0.018913,0.001564,0.011612,0.005680,0.015734,0.928157,0.998643,0.996650,0.999813,0.999797,0.999855,0.999839,0.997158,0.999978,0.997553,0.073100,0.003217,0.072019,0.008214,0.073622,0.002790,0.081977,0.009720,0.994291,0.944634,0.925483,0.057936,0.927175,0.000233,0.928851,0.000873,0.981984,0.002381,0.974670,0.997276,0.997830,0.998025
Doench2016-1316,-1.2900,-1.6447,1.000000,0.859999,0.697008,-31.6000,-32.6456,0.875000,0.718007,0.455243,0.998778,0.998782,0.194988,0.995893,0.081351,0.104996,0.108863,0.006225,1.000000,0.001287,0.712309,0.000421,0.874495,0.000386,0.975829,0.315846,0.975501,0.411097,0.394174,0.366188,0.374785,0.076704,0.369095,0.082970,0.762948,0.993773,0.998073,0.931724,0.762703,0.726839,0.717054,0.606934,0.763913,0.620911,0.963954,0.757079,0.950805,0.957092,0.960539,0.149705
Doench2016-1317,-5.4100,-6.0339,0.375000,0.307301,0.445736,-29.3100,-30.8243,0.125000,0.185657,0.380508,0.549487,0.290579,0.188597,0.265064,0.004615,0.061004,0.006097,0.056453,0.344965,0.548156,0.340751,0.533855,0.677616,0.483236,0.675401,0.495780,0.674854,0.475872,0.996393,0.965190,0.997547,0.971485,1.000000,0.978219,0.985791,0.975865,0.034596,0.052973,0.019283,0.036756,0.053817,0.102859,0.050698,0.078048,0.203135,0.088054,0.564256,0.104584,0.546828,0.046115
Doench2016-1318,-10.0800,-10.1614,0.500000,0.500145,0.410219,-43.5000,-44.4230,0.000000,0.004868,0.307070,0.998990,0.995976,0.001181,0.984680,0.000007,0.974193,0.000008,0.978678,0.000976,0.997790,0.001076,0.980354,0.099957,0.146412,0.999995,0.002952,1.000000,0.003149,1.000000,0.035810,0.099957,0.002258,0.001072,0.000201,0.000973,0.000024,0.000008,0.000021,0.000011,0.000347,0.001236,0.000031,0.999951,0.034118,0.998987,0.000114,0.999994,0.000068,0.999999,0.004220
Doench2016-1319,-2.9800,-3.2831,0.500000,0.597672,0.597201,-29.6700,-30.4606,0.500000,0.506278,0.421373,0.743682,0.178754,0.686203,0.012661,0.683558,0.012750,0.685854,0.015888,0.819857,0.070086,0.381782,0.878843,0.324585,0.540104,0.325012,0.877231,0.330636,0.858687,0.817807,0.883664,0.684272,0.043415,0.679396,0.005159,0.687136,0.006356,0.738801,0.039992,0.993661,0.884538,0.329938,0.129594,0.327469,0.110960,0.327237,0.995995,0.379056,0.995338,0.998076,0.887454
Doench2016-1320,-7.9400,-8.1232,0.375000,0.376415,0.500561,-35.9600,-37.1055,0.375000,0.366305,0.488248,0.004769,0.976128,0.000090,0.956554,0.002810,0.487393,0.234003,0.401257,0.001049,0.302867,0.768331,0.515927,0.999712,0.611478,0.994918,0.636586,0.999875,0.974985,0.999781,0.950789,0.999770,0.010726,0.994791,0.009821,0.999994,0.004742,0.000393,0.000328,0.002816,0.015706,0.233828,0.057647,0.000665,0.058300,0.002386,0.925640,0.771298,0.987681,0.999937,0.880399
Doench2016-1321,-6.1900,-6.2270,0.625000,0.627408,0.502076,-30.6600,-31.9532,0.375000,0.366981,0.393040,0.010615,0.494182,0.005905,0.490922,0.000207,0.404946,0.002007,0.441961,0.002453,0.052701,0.999928,0.602565,0.999896,0.602362,0.999913,0.602641,0.999944,0.602956,0.999976,0.608972,0.000900,0.009443,0.000506,0.011288,0.000144,0.015922,0.005770,0.047672,0.013545,0.038500,0.999926,0.935044,0.999998,0.094088,0.999957,0.094646,0.999963,0.855343,0.999957,0.854638
Doench2016-1322,-4.9200,-5.3672,0.375000,0.540104,0.539339,-29.3600,-30.9642,0.750000,0.568502,0.550204,0.999293,0.968118,0.868807,0.843186,0.794019,0.782125,0.068474,0.432100,0.071721,0.519577,0.022410,0.558357,0.918993,0.910643,0.999891,0.818742,0.400646,0.243352,0.029040,0.026258,0.606319,0.165415,0.686336,0.188187,0.792523,0.603859,0.945579,0.783501,0.237316,0.442105,0.343057,0.452889,0.999984,0.892016,0.316824,0.556276,0.311591,0.475423,0.373961,0.341950
Doench2016-1323,-5.0300,-5.5543,0.500000,0.502157,0.601295,-42.7700,-43.7182,0.000000,0.020784,0.397227,0.999321,0.981259,0.998498,0.960606,0.112346,0.964302,0.005004,0.939548,0.198669,0.952217,0.001860,0.982627,0.998187,0.975053,0.999815,0.978390,0.699355,0.020367,0.999990,0.009354,0.998170,0.008648,0.997426,0.005889,0.989710,0.004919,0.686879,0.117084,0.800047,0.042332,0.212397,0.000202,0.006612,0.000194,0.007032,0.000009,0.315038,0.000542,0.999539,0.000990
Doench2016-1324,0.0000,-0.9881,1.000000,0.695621,0.697710,-31.1200,-32.4318,0.750000,0.706495,0.389609,0.576223,0.139661,0.522448,0.002924,0.548443,0.001169,0.422911,0.000682,0.543965,0.000365,0.880710,0.002190,0.830635,0.003355,0.815742,0.977068,0.834262,0.207026,0.854151,0.211767,0.888849,0.242325,0.670900,0.351679,0.496750,0.930019,0.385111,0.973630,0.814408,0.784959,0.379000,0.765056,0.586593,0.767087,0.935398,0.761731,0.973220,0.336827,0.994487,0.332651
Doench2016-1325,-8.3500,-8.3951,0.500000,0.500480,0.502398,-35.8700,-36.7301,0.375000,0.274184,0.357532,0.002919,0.071233,0.000649,0.069993,0.000183,0.080742,0.000173,0.733579,0.025358,0.745750,0.999967,0.997811,0.995063,0.996620,0.999797,0.342552,0.999888,0.329661,0.999949,0.324001,0.994508,0.258467,0.025668,0.006759,0.000587,0.000494,0.000191,0.000014,0.000595,0.000605,0.003892,0.001742,0.998723,0.001861,0.999856,0.739906,0.999998,0.741054,0.999998,0.707800
Doench2016-1326,-3.5500,-3.9982,0.375000,0.434470,0.545545,-29.4800,-30.7674,0.375000,0.399719,0.525706,0.998482,0.852236,0.990056,0.474793,0.992802,0.402116,0.701149,0.503103,0.261389,0.833417,0.079113,0.818496,0.010096,0.826496,0.194952,0.651557,0.228770,0.095872,0.984433,0.425630,0.994022,0.435052,0.999866,0.997603,0.997738,0.075911,0.236113,0.002867,0.035568,0.001316,0.041877,0.161296,0.022717,0.166796,0.175632,0.987634,0.966320,0.986850,0.999797,0.815080
Doench2016-1327,-1.2800,-1.6279,0.500000,0.588960,0.666063,-31.6600,-32.8143,0.250000,0.262032,0.527636,0.999596,0.998840,0.962356,0.973090,0.976331,0.978201,0.999223,0.964574,0.999205,0.911075,0.999362,0.922616,0.998884,0.992775,0.975238,0.607793,0.148772,0.114351,0.110213,0.038223,0.124402,0.073904,0.315990,0.881014,0.989858,0.047657,0.997038,0.006040,0.825541,0.011730,0.794193,0.963574,0.123129,0.018678,0.269750,0.012629,0.309493,0.036091,0.402682,0.999860
Doench2016-1328,-6.5000,-6.8492,0.750000,0.655893,0.524679,-30.9200,-31.8328,0.500000,0.503275,0.425686,0.260398,0.042211,0.133782,0.031824,1.000000,0.959210,0.005906,0.007427,0.001812,0.006555,0.128469,0.158694,0.716750,0.928695,1.000000,0.986287,1.000000,0.984311,0.394160,0.199656,0.324582,0.115328,0.280574,0.067325,0.905380,0.879877,0.267981,0.083933,0.052295,0.094344,0.733983,0.931844,0.719728,0.145448,0.713318,0.093819,0.854462,0.899704,1.000000,0.897232
Doench2016-1329,-3.1600,-3.7910,0.500000,0.377044,0.501537,-30.9900,-31.7936,0.625000,0.640565,0.498975,0.711212,0.912015,0.512606,0.891709,0.492441,0.991143,0.999632,0.992729,0.999901,0.996292,0.003613,0.047821,0.008546,0.002930,0.024281,0.004537,0.263140,0.004088,0.999514,0.003259,0.999742,0.004805,0.999750,0.003649,0.263431,0.003811,0.024771,0.050916,0.003056,0.915252,0.009685,0.163377,0.999409,0.997048,0.492129,0.996423,0.521044,0.999373,0.702827,0.998318
Doench2016-1330,0.0000,-0.0917,1.000000,0.985536,0.970399,-34.8500,-35.2721,0.875000,0.874022,0.494826,0.951348,0.047379,0.913406,0.048056,0.986464,0.988141,0.955689,0.994642,0.974249,0.821086,0.997529,0.000530,0.999589,0.000015,0.987972,0.000191,0.903433,0.000910,0.880024,0.002181,0.974320,0.000791,0.999665,0.000417,0.964842,0.005339,0.993233,0.998733,0.990252,0.998405,0.977898,0.998409,0.975995,0.998052,0.989665,0.999374,0.995090,0.998538,0.997312,0.995324
Doench2016-1331,-4.4700,-4.8568,0.625000,0.575139,0.560913,-36.2900,-37.5128,0.125000,0.138570,0.501713,0.559595,0.782153,0.999951,0.824316,0.029376,0.787406,0.018388,0.925536,0.009265,0.903420,0.005318,0.947092,0.994521,0.822964,0.998643,0.753282,0.998718,0.797316,0.999886,0.790863,0.999981,0.586953,0.003505,0.004391,0.002913,0.001223,0.999122,0.007421,0.019182,0.016834,0.027012,0.032885,0.807949,0.028240,0.760022,0.001553,0.985082,0.971404,0.999827,0.049003
Doench2016-1332,-5.0500,-5.9263,0.375000,0.415305,0.452631,-37.0700,-37.9477,0.000000,0.050874,0.281969,0.249143,0.679634,0.258484,0.011416,0.005894,0.010412,0.019322,0.686969,0.235629,0.997342,0.355092,0.896305,0.471227,0.911624,0.937081,0.326733,0.985196,0.018031,0.997806,0.686793,0.660336,0.006182,0.554962,0.000936,0.386408,0.001474,0.042768,0.004513,0.060738,0.000981,0.060136,0.000073,0.073188,0.001370,0.739328,0.000982,0.965985,0.068690,0.993889,0.328910
Doench2016-1333,-0.9200,-1.6867,0.625000,0.708962,0.733882,-34.6300,-36.2236,0.125000,0.146328,0.211789,0.994675,0.144646,0.956120,0.079412,0.849731,0.049453,0.703885,0.048644,0.538486,0.085975,0.382160,0.353206,0.519625,0.240015,0.583748,0.293113,0.874241,0.259477,0.992570,0.906809,0.977553,0.299231,0.633147,0.305181,0.513914,0.974823,0.572991,0.019314,0.281001,0.002173,0.435482,0.003984,0.972784,0.023370,0.947362,0.023567,0.960680,0.028970,0.987481,0.094423
Doench2016-1334,-2.1000,-2.6794,0.625000,0.659478,0.713287,-31.0200,-32.6798,0.250000,0.189199,0.438276,0.772977,0.437078,0.780959,0.457315,0.987604,0.872031,0.988197,0.884653,0.773372,0.983034,0.841652,0.657620,0.994497,0.584815,0.121120,0.167111,0.121663,0.523292,0.611812,0.485293,0.999691,0.420116,0.996378,0.779581,0.982003,0.377564,0.556301,0.074058,0.648411,0.058776,0.465067,0.381265,0.250629,0.428161,0.389840,0.068922,0.994493,0.032586,0.989078,0.092258
Doench2016-1335,-10.3500,-10.5235,0.250000,0.279869,0.423895,-33.3300,-34.8444,0.250000,0.253912,0.392537,1.000000,0.639387,0.237739,0.177109,0.000591,0.001830,0.000318,0.000652,0.000006,0.000116,0.000007,0.000135,0.000291,0.000412,1.000000,0.999997,1.000000,0.999983,1.000000,0.999918,0.999999,0.999915,1.000000,0.999994,1.000000,0.999995,1.000000,0.999997,0.000292,0.000300,0.000005,0.000007,0.000005,0.000009,0.000318,0.000731,0.000595,0.000571,0.237735,0.029688
Doench2016-1336,0.0000,-0.2782,1.000000,0.903911,0.915362,-27.5600,-28.5509,0.750000,0.675908,0.628154,0.991769,0.912116,0.998337,0.072652,0.960377,0.016831,0.970457,0.018643,1.000000,0.023994,1.000000,0.952719,0.945072,0.945095,0.641414,0.640813,0.672137,0.668426,0.906931,0.932072,0.997612,0.986730,0.991852,0.985732,0.999449,0.996802,0.814929,0.749864,0.789846,0.718842,0.990200,0.986160,0.895515,0.928414,0.896912,0.938718,0.898225,0.076629,0.946210,0.011833
Doench2016-1337,-4.7200,-4.8064,0.500000,0.508925,0.607029,-30.1200,-32.6047,0.125000,0.232421,0.248076,0.999459,0.449210,0.994202,0.444397,0.999974,0.352647,0.945335,0.529616,0.946824,0.498486,0.999968,0.440677,0.030165,0.086830,0.019593,0.107309,0.999978,0.124192,0.067619,0.007591,0.066072,0.009028,0.999998,0.052176,0.974147,0.041698,0.974516,0.112399,0.999984,0.405437,0.002877,0.873598,0.004219,0.055743,0.999976,0.090975,0.050151,0.115470,0.065532,0.164044
Doench2016-1338,-0.9000,-1.6980,0.625000,0.540723,0.631809,-26.8000,-28.4221,0.375000,0.536279,0.508958,0.988561,0.512632,0.666799,0.415905,0.484736,0.399573,0.165501,0.388363,0.176315,0.517431,0.428229,0.982585,0.792651,0.988131,0.876149,0.507532,0.892675,0.477330,0.906394,0.491349,0.943408,0.126146,0.988968,0.081954,0.482661,0.071223,0.998358,0.220093,0.417584,0.868060,0.063772,0.541220,0.087157,0.496540,0.277944,0.801210,0.998381,0.516193,0.999929,0.775695
Doench2016-1339,-2.9000,-3.4059,0.375000,0.447673,0.557053,-33.6500,-34.8870,0.250000,0.584406,0.415165,0.600833,0.286122,0.581876,0.281702,0.010179,0.534743,0.012828,0.702343,0.971895,0.950259,0.462984,0.009326,0.477297,0.007522,0.958458,0.006946,0.498799,0.003135,0.993967,0.048956,0.996903,0.494771,0.993663,0.302214,0.134447,0.495831,0.527740,0.442050,0.017564,0.204656,0.037199,0.181749,0.968389,0.646306,0.438018,0.713976,0.463629,0.996931,0.994402,0.993751
Doench2016-1340,0.0000,-0.7677,1.000000,0.733077,0.768425,-29.1700,-30.4065,0.625000,0.581836,0.496196,0.991468,0.993484,0.667414,0.941906,0.631361,0.088504,0.648120,0.035596,0.930880,0.025392,0.444614,0.012381,0.707349,0.976829,0.691359,0.078489,0.979757,0.065640,0.987400,0.951779,0.979657,0.964347,0.844502,0.134882,0.882422,0.067887,0.715932,0.180343,0.684116,0.602800,0.700127,0.936321,0.683643,0.879633,0.601379,0.934968,0.648880,0.723110,0.948113,0.329625
Doench2016-1341,-2.7700,-2.8656,0.500000,0.522536,0.615050,-35.9500,-37.6771,0.625000,0.454045,0.396736,0.982679,0.400980,0.973234,0.305498,0.962155,0.371594,0.109239,0.409881,0.069216,0.388510,0.036937,0.443260,0.044262,0.964479,0.995292,0.946701,0.994636,0.026373,0.993923,0.021258,0.991577,0.022138,0.967554,0.001692,0.965471,0.008759,0.975097,0.094394,0.969543,0.090888,0.059199,0.870390,0.059121,0.981093,0.052696,0.387576,0.100899,0.406840,0.998264,0.792418
Doench2016-1342,-6.2200,-6.9078,0.375000,0.386315,0.419644,-30.3600,-32.0776,0.375000,0.285720,0.441424,0.841975,0.553583,0.045596,0.235670,0.016526,0.128658,0.607152,0.531697,0.096396,0.771454,0.194780,0.839584,0.194281,0.426634,0.199811,0.407516,0.999928,0.639284,0.999917,0.630313,0.999919,0.707612,0.106074,0.670713,0.194366,0.329080,0.000184,0.007906,0.000772,0.018325,0.522952,0.167000,0.027607,0.015260,0.520626,0.055620,0.833005,0.830939,0.991009,0.861634
Doench2016-1343,-3.7700,-3.8070,1.000000,0.999652,0.605429,-28.7600,-30.1609,0.500000,0.540631,0.413664,0.012052,0.664211,0.002588,0.677649,0.001820,0.243203,0.039409,0.171809,0.999860,0.424817,1.000000,0.429612,0.997856,0.424531,0.998020,0.384136,0.037303,0.022410,0.003943,0.003463,0.004716,0.007378,0.013796,0.495006,0.999922,0.461769,0.999560,0.668633,0.999520,0.398237,0.999651,0.661999,0.999887,0.529598,0.999960,0.561786,0.999934,0.712282,0.998781,0.330745
Doench2016-1344,0.0000,-0.1106,1.000000,0.971036,0.972103,-33.7900,-35.3514,0.000000,0.117180,0.204408,0.988535,0.999972,0.983845,0.999933,0.989918,0.999847,0.915879,0.025138,0.919997,0.012180,0.994105,0.012524,0.987781,0.012556,0.918416,0.000045,0.982007,0.000120,0.996122,0.000025,0.999291,0.001498,0.997876,0.086871,0.922763,0.113312,0.907409,0.000039,0.980493,0.000009,0.986509,0.000060,0.993199,0.035377,0.990744,0.048418,0.991851,0.144760,0.995318,0.595469
Doench2016-1345,-3.3800,-3.5039,0.500000,0.526009,0.610347,-29.0700,-30.7156,0.250000,0.295607,0.329313,0.999889,0.998905,0.965047,0.980646,0.103915,0.094385,0.008544,0.040090,0.003024,0.038504,0.049251,0.162940,0.998731,0.924077,0.984658,0.396188,0.990683,0.231125,0.963866,0.152515,0.964018,0.084421,0.967241,0.117609,0.990708,0.939081,0.994754,0.257722,0.043372,0.051214,0.043565,0.850655,0.051592,0.010711,0.136167,0.010082,0.991076,0.136700,0.956835,0.108693
Doench2016-1346,-2.9600,-3.5150,0.625000,0.612963,0.643590,-38.5300,-39.0242,0.125000,0.143688,0.312632,0.831277,0.998844,0.887746,0.999387,0.609043,0.997919,0.019133,0.997545,0.409581,0.998844,0.246325,0.006954,0.806640,0.001228,0.638492,0.000647,0.993003,0.002386,0.895945,0.046089,0.893555,0.053069,0.737364,0.000225,0.593233,0.000108,0.102761,0.000122,0.244952,0.000472,0.345725,0.000412,0.799046,0.000576,0.823681,0.011144,0.994995,0.152377,0.999314,0.984291
Doench2016-1347,-1.5600,-1.8962,0.500000,0.598799,0.652037,-34.0000,-34.9075,0.250000,0.214792,0.365695,0.995032,0.998818,0.950263,0.998104,0.984033,0.269460,0.730894,0.136810,0.141908,0.131331,0.177205,0.903396,0.213165,0.078406,0.340660,0.056721,0.906985,0.108562,0.895200,0.911362,0.982176,0.997971,0.932836,0.004616,0.993907,0.006084,0.964988,0.006480,0.989799,0.609493,0.846861,0.990488,0.174108,0.103968,0.163112,0.000289,0.249933,0.000587,0.407683,0.000944
Doench2016-1348,-11.6300,-11.7110,0.375000,0.374934,0.499917,-34.4900,-35.9034,0.000000,0.100157,0.392171,1.000000,0.998271,0.083754,0.092806,0.000377,0.011656,0.000277,0.010869,0.000158,0.010001,0.000163,0.009948,0.956860,0.973876,0.957582,0.973277,1.000000,0.997539,0.999997,0.987166,0.999700,0.986365,1.000000,0.990389,0.000901,0.001242,0.000161,0.002843,0.000107,0.000137,0.000188,0.000276,0.117069,0.098113,0.956917,0.256451,0.957149,0.255265,0.966979,0.186933
Doench2016-1349,-4.6500,-4.6608,0.875000,0.875473,0.700603,-28.5000,-29.9195,0.750000,0.616667,0.546702,0.999940,0.897103,0.998627,0.265697,0.002364,0.017732,0.001852,0.012643,0.004458,0.622246,0.998834,0.834258,0.999997,0.879172,0.999785,0.683033,0.998732,0.811798,0.997713,0.956903,0.003114,0.007639,0.002855,0.012469,0.004016,0.011922,0.999874,0.361566,1.000000,0.824989,0.999999,0.739242,0.999999,0.729196,0.999963,0.770620,0.999959,0.752170,0.999969,0.743635
Doench2016-1350,-3.8400,-4.1303,0.625000,0.641303,0.542544,-29.8500,-31.9898,0.375000,0.310994,0.468543,0.999532,0.983302,0.128735,0.970276,0.002496,0.957966,0.003291,0.965531,0.002852,0.976814,0.291383,0.472197,0.998946,0.427079,0.999705,0.396201,0.999297,0.211970,0.999275,0.077455,0.291729,0.086215,0.003213,0.357909,0.003083,0.284123,0.002156,0.334343,0.128122,0.089148,0.999996,0.002052,0.999363,0.013723,0.999119,0.223380,0.998626,0.630525,0.999959,0.910660
Doench2016-1351,-0.9200,-1.7532,0.625000,0.659279,0.725411,-32.9600,-34.3938,0.250000,0.194955,0.290836,0.870727,0.862337,0.894834,0.311939,0.925527,0.259708,0.831974,0.048567,0.686747,0.046458,0.512475,0.262831,0.450432,0.298190,0.579358,0.198594,0.636835,0.396999,0.884395,0.371785,0.987214,0.921729,0.973474,0.277946,0.556479,0.282557,0.503746,0.825750,0.517989,0.021291,0.256448,0.009445,0.506353,0.018638,0.985508,0.187651,0.961032,0.187645,0.986676,0.026668
Doench2016-1352,-8.9200,-8.9958,0.250000,0.260903,0.408722,-31.3500,-32.5131,0.250000,0.240936,0.400691,1.000000,0.999763,0.075348,0.077218,0.000185,0.001452,0.000212,0.000773,0.000030,0.001190,0.000058,0.000311,0.011635,0.012652,0.999777,0.997771,0.999976,0.997652,1.000000,0.997876,0.999999,0.999707,0.999999,0.999960,0.011393,0.011569,0.000059,0.000237,0.000031,0.002348,0.000212,0.002720,0.000183,0.002410,0.076275,0.078304,0.999076,0.991286,0.999992,0.838615
Doench2016-1353,-10.1000,-10.5053,0.375000,0.337814,0.470251,-36.4900,-38.1601,0.375000,0.323707,0.372522,1.000000,0.263135,0.998117,0.008230,0.114983,0.000541,0.000120,0.000247,0.000016,0.000224,0.000411,0.000727,0.000845,0.001224,0.852619,0.852673,0.735778,0.735621,0.999877,0.999386,0.999748,0.999241,1.000000,0.999531,1.000000,0.999512,0.589071,0.588769,0.999732,0.999203,0.000423,0.000683,0.000005,0.000252,0.000020,0.000277,0.000132,0.000468,0.113131,0.000494
Doench2016-1354,0.0000,-0.2644,1.000000,0.918675,0.932489,-27.3900,-28.5032,0.375000,0.414102,0.694896,0.999017,0.998827,0.998885,0.998740,0.995354,0.894790,0.991986,0.792278,0.992633,0.787890,0.978363,0.786742,0.992023,0.967248,0.985811,0.986756,0.998994,0.960676,0.663954,0.839179,0.703997,0.775006,0.999363,0.796969,0.998769,0.727741,0.997135,0.987928,0.999749,0.706575,0.809899,0.104932,0.810582,0.160479,0.859660,0.236240,0.873924,0.213876,0.999679,0.175045
Doench2016-1355,-2.4700,-2.9529,1.000000,0.899570,0.717307,-29.3600,-30.6334,0.375000,0.440244,0.450613,0.998210,0.897829,0.042555,0.831669,0.040502,0.946282,0.242082,0.955774,0.999021,0.148418,0.991654,0.071201,0.999668,0.065351,0.999830,0.064438,0.529204,0.040517,0.313895,0.019934,0.316899,0.696811,0.676066,0.752074,0.670902,0.047880,0.668632,0.020568,0.999416,0.059663,0.998058,0.323181,0.998505,0.988940,0.965786,0.980954,0.942771,0.982394,0.952490,0.118373
Doench2016-1356,-8.7200,-8.7378,0.500000,0.502578,0.602033,-32.5900,-33.9426,0.500000,0.500974,0.527701,0.999941,0.939946,0.999924,0.800288,0.999694,0.653319,0.999701,0.713787,0.999809,0.784478,0.997416,0.737419,0.023482,0.033695,0.000755,0.002327,0.000347,0.000435,0.001069,0.001171,0.998646,0.928236,0.999263,0.951133,0.999840,0.999679,0.999331,0.998782,0.994271,0.998047,0.999963,0.999766,0.000452,0.003292,0.000200,0.000196,0.000392,0.001088,0.026175,0.006942
Doench2016-1357,-8.5500,-8.5656,0.875000,0.875056,0.600112,-30.7600,-32.2780,0.250000,0.596725,0.487973,0.000525,0.005300,0.000029,0.003486,0.000071,0.011834,0.000558,0.010408,1.000000,0.999836,1.000000,0.989058,1.000000,0.988920,1.000000,0.989024,1.000000,0.986993,0.000508,0.000555,0.000021,0.000044,0.000077,0.000209,0.000576,0.014181,0.999935,0.747805,1.000000,0.702769,1.000000,0.655098,0.999999,0.730966,0.999935,0.751211,1.000000,0.579164,1.000000,0.592603
Doench2016-1358,-1.5400,-1.9383,0.375000,0.482568,0.579136,-24.6100,-26.9236,0.625000,0.505785,0.614199,0.343092,0.778912,0.999321,0.775268,0.214269,0.564823,0.058504,0.629828,0.892439,0.681651,0.123434,0.634401,0.167002,0.780865,0.996372,0.890503,0.999043,0.626145,0.964949,0.465136,0.967672,0.456266,0.996079,0.953904,0.966292,0.723116,0.080464,0.125842,0.098667,0.275188,0.870108,0.202319,0.226752,0.562053,0.246699,0.545316,0.371572,0.908652,0.999992,0.703794
Doench2016-1359,-1.8600,-1.9875,1.000000,0.976463,0.789833,-26.1300,-27.3904,0.250000,0.355370,0.511557,0.999837,0.985134,0.062202,0.068676,0.085628,0.070346,0.999933,0.900107,0.956610,0.949835,0.958074,0.860944,0.999894,0.975175,0.097145,0.072893,0.097557,0.074982,0.997945,0.989015,0.854257,0.724173,0.875881,0.716892,0.999924,0.839679,0.998369,0.244902,0.975124,0.102140,0.933824,0.161521,0.918904,0.118893,0.996763,0.961268,0.994675,0.221255,0.994121,0.193300
Doench2016-1360,-2.0700,-2.5404,1.000000,0.885480,0.650026,-41.5100,-42.4309,0.375000,0.423415,0.299934,0.420056,0.920194,0.353979,0.910014,0.217475,0.120560,0.310969,0.218968,0.790273,0.145492,0.982944,0.146165,0.999568,0.068900,0.522893,0.080569,0.269225,0.000147,0.232096,0.000019,0.027821,0.000005,0.789374,0.000336,0.768546,0.007895,0.911646,0.371496,0.980828,0.367859,0.818234,0.367550,0.836378,0.374099,0.816439,0.632226,0.972157,0.632324,0.979611,0.633870
Doench2016-1361,-5.1200,-5.4351,0.250000,0.329288,0.463443,-32.2800,-32.9925,0.250000,0.224017,0.462122,0.999980,0.998798,0.999853,0.997742,0.999833,0.198274,0.271511,0.036402,0.290597,0.048428,0.874506,0.946969,0.184066,0.934923,0.003157,0.144950,0.000528,0.175031,0.010662,0.990719,0.999926,0.984825,0.999942,0.993243,0.997582,0.010919,0.010246,0.000202,0.000511,0.001040,0.000577,0.002352,0.186547,0.748601,0.249985,0.771380,0.206674,0.018612,0.982180,0.239030
Doench2016-1362,0.0000,-0.2794,1.000000,0.913418,0.929092,-28.0800,-29.3382,0.625000,0.500786,0.627908,0.996176,0.801423,0.991135,0.553912,0.992805,0.551531,0.975078,0.551149,0.984145,0.902641,0.985166,0.968195,1.000000,0.858902,0.658660,0.704667,0.698860,0.464519,0.998689,0.587641,0.997664,0.624436,0.996122,0.982863,0.999881,0.624592,0.809170,0.430779,0.803799,0.655162,0.854136,0.102361,0.868420,0.098552,0.995667,0.108466,0.999557,0.994546,0.976715,0.991834
